X,Y
-121.75632212,38.5387442
-121.75632949,38.53872733
-121.7563393,38.53871142
-121.7563509,38.53869497
-121.75635897,38.53868306
-121.756364,38.53867032
-121.75636329,38.53865876
-121.75635765,38.53864862
-121.7563495,38.53863956
-121.75633936,38.53863197
-121.75632678,38.53862432
-121.75631241,38.53861655
-121.75629723,38.53860818
-121.75628421,38.53859905
-121.75627178,38.53858914
-121.75626116,38.53857655
-121.75625294,38.53856182
-121.75624778,38.53854467
-121.75624441,38.53853059
-121.75623925,38.53851946
-121.75623472,38.5385092
-121.7562285,38.53849734
-121.75622251,38.53848464
-121.75621536,38.53847129
-121.75620707,38.53845875
-121.75619735,38.53844587
-121.75618655,38.53843209
-121.75617984,38.53842167
-121.75617386,38.53841083
-121.7561678,38.53839825
-121.75616183,38.53838149
-121.75615393,38.53836249
-121.75614597,38.53833852
-121.75613721,38.53831362
-121.75613019,38.53828644
-121.75612188,38.5382587
-121.75611397,38.53823285
-121.75610326,38.53820821
-121.75609236,38.53818382
-121.75608141,38.5381582
-121.75607493,38.5381321
-121.75607312,38.53809808
-121.7560723,38.53806219
-121.75607458,38.53802674
-121.75608525,38.53799038
-121.75610515,38.53795332
-121.75612229,38.53791592
-121.75614069,38.53787984
-121.75615742,38.53784838
-121.75617725,38.537817
-121.75620138,38.53778814
-121.7562312,38.53776256
-121.7562641,38.53774054
-121.75630322,38.53772307
-121.75634719,38.53771107
-121.75639518,38.5377019
-121.75644751,38.53769809
-121.75650354,38.53769116
-121.75655649,38.53768096
-121.75660301,38.53766816
-121.75664355,38.53765207
-121.7566771,38.53763501
-121.75670403,38.53761702
-121.75672818,38.53759848
-121.75674837,38.53757879
-121.75676324,38.53755714
-121.75677696,38.53753149
-121.7567933,38.53750565
-121.75681237,38.5374797
-121.75683335,38.53745469
-121.7568542,38.53743378
-121.75687751,38.53741596
-121.75689952,38.5373999
-121.75691616,38.53738368
-121.75692945,38.5373681
-121.75693965,38.53735359
-121.75694412,38.53733919
-121.75694477,38.53732341
-121.75694201,38.53730526
-121.75693758,38.53728535
-121.75692865,38.53726664
-121.75691755,38.53724377
-121.75690457,38.53721868
-121.75689371,38.53719214
-121.75688547,38.53716727
-121.75688157,38.53714157
-121.75688097,38.53711259
-121.75688594,38.53708548
-121.75689849,38.53705912
-121.75691047,38.53703756
-121.75692722,38.53701861
-121.75695493,38.53700169
-121.75697663,38.53698751
-121.75699482,38.53697296
-121.75700854,38.53695969
-121.75702193,38.53694719
-121.75703661,38.53693154
-121.75704904,38.53691172
-121.75705753,38.53689788
-121.75706487,38.53688404
-121.75706874,38.53686931
-121.7570683,38.53685145
-121.75706939,38.53683361
-121.75707455,38.53681356
-121.75708037,38.53679392
-121.75708561,38.53677347
-121.75708823,38.53675252
-121.7570925,38.53673425
-121.75709169,38.53672134
-121.75708475,38.53671353
-121.75707746,38.5367072
-121.75706382,38.53670016
-121.7570513,38.53669552
-121.75703575,38.53668969
-121.75702008,38.53668526
-121.75700319,38.53668137
-121.7569854,38.53667634
-121.7569639,38.53666782
-121.75693926,38.53665541
-121.75691502,38.53663914
-121.75689519,38.5366231
-121.75687743,38.53660407
-121.7568617,38.53658296
-121.75684958,38.53655653
-121.75684195,38.53652488
-121.75684177,38.53649259
-121.75684715,38.53646179
-121.75685835,38.5364332
-121.7568765,38.53640758
-121.75690192,38.53638437
-121.75693189,38.53636427
-121.75696378,38.53634834
-121.75699741,38.53633498
-121.75703432,38.53632358
-121.75707305,38.53631412
-121.75710927,38.53630508
-121.75714268,38.53629637
-121.75717094,38.53628679
-121.75719085,38.53627698
-121.75720481,38.53626488
-121.75721487,38.53625174
-121.75721453,38.53623758
-121.75721065,38.536222
-121.75720166,38.53619422
-121.75719225,38.5361576
-121.75718601,38.53611602
-121.75718278,38.53607264
-121.7571909,38.53603415
-121.75720582,38.53599784
-121.75723222,38.53596768
-121.75725356,38.53594479
-121.75726859,38.53593074
-121.75728346,38.53592149
-121.75729859,38.53591744
-121.75731159,38.5359198
-121.75731857,38.53592456
-121.75731966,38.53592848
-121.7573156,38.53593403
-121.75730839,38.53594122
-121.75729701,38.53594293
-121.75728596,38.53593892
-121.75727713,38.53593688
-121.75727353,38.53593244
-121.75727256,38.53592446
-121.75727195,38.53591529
-121.75727174,38.53590389
-121.75726678,38.53588792
-121.75725866,38.53586684
-121.75724714,38.53583928
-121.75723566,38.53581039
-121.75723161,38.5357868
-121.75723034,38.53576195
-121.75722784,38.53573684
